quadid,sentinelsite,tier3site,subsite,cellid,latitude,longitude,plot,plotsize,sampledate,samplemonth,sampleyear,biomass_gm,waterdepth,thatchheight,thatchdensity,pclive,pcdead,pcsoil,pclitter,pcaqveg,pcwater,sp1,pc_sp1,sp2,pc_sp2,sp3,pc_sp3,bioCOUNT,gps_accuracy,biotypha_gm2,bioscac_gm2,totalbiomass_gm2,salinity,distance,pc_wrack,herbbio,deadherbbio,phaubio,deadphaubio,ivfrbio,deadivfrbio,biomassstd_gm2,culmdensity_m2,culmdensitystd_m2
32-1,CapeCod,OldCty,.,2164853,41.96035,-70.05622,NA,0.25,9/9/15,9,2015,1096.2,0,8,high,38,55,3,NA,0,0,Typha latifolia,94,Thelypteris thelypteroides,1,Polygonum arifolium,3,3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32-3,CapeCod,OldCty,.,2164853,41.96046,-70.05615,NA,0.25,9/9/15,9,2015,1260,0,15,medium-high,76,15,3,NA,0,0,Typha latifolia,94,Thelypteris thelypteroides,15,Spiraea latifolia,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,Chesapeake,SERC,NA,372,38.87328,-76.54877,NA,0,9/3/15,9,2015,245.57,0,0,NA,0,47.5,7.800000191,67.5,0,7.800000191,Schoenoplectus americanus,47.5,Spartina patens,6.300000191,Distichlis spicata,0.200000003,3,0,NA,NA,NA,NA,NA,0,245.57,538.5,0,0,0,0,NA,NA,NA
49,Chesapeake,SERC,NA,372,38.87328,-76.54891,NA,0,9/3/15,9,2015,421.98,0,0,NA,0,47.5,10.19999981,47.5,0,1,Schoenoplectus americanus,52.5,Spartina patens,1,Distichlis spicata,0.699999988,3,0,NA,NA,NA,NA,NA,0,421.98,348.64,0,0,0,0,NA,NA,NA
48,Chesapeake,SERC,NA,372,38.87338,-76.54884,NA,0,9/3/15,9,2015,538.62,0,0,NA,0,62.5,4.900000095,47.5,0,37.5,Schoenoplectus americanus,42.5,Distichlis spicata,0.200000003,Distichlis spicata,0.200000003,3,0,NA,NA,NA,NA,NA,0,538.62,616.77,0,0,0,0,NA,NA,NA
47,Chesapeake,SERC,NA,443,38.87354,-76.54919,NA,0,9/28/15,9,2015,463.01,0,0,NA,0,42.5,0,52.5,0,38.5,Schoenoplectus americanus,47.5,Spartina patens,19.20000076,Distichlis spicata,3.599999905,3,0,NA,NA,NA,NA,NA,0,463.01,475.65,0,0,0,0,NA,NA,NA
45,Chesapeake,SERC,NA,443,38.87365,-76.54926,NA,0,9/28/15,9,2015,400.13,0,0,NA,0,33,0,48,0,43,Schoenoplectus americanus,62.5,Spartina patens,19.20000076,Distichlis spicata,0.100000001,3,0,NA,NA,NA,NA,NA,0,400.13,388.58,0,0,0,0,NA,NA,NA
46,Chesapeake,SERC,NA,443,38.87365,-76.54912,NA,0,9/28/15,9,2015,285.34,0,0,NA,0,21.60000038,0,67.5,0,29,Schoenoplectus americanus,67.5,Spartina patens,24.5,Distichlis spicata,0.400000006,3,0,NA,NA,NA,NA,NA,0,281.6,279.39,3.74,0,0,0,NA,NA,NA
51,Chesapeake,SERC,NA,447,38.87367,-76.54784,NA,0,9/28/15,9,2015,382.29,0,0,NA,0,42.5,0.100000001,28.5,0,0,Spartina patens,82.5,Schoenoplectus americanus,19.5,Distichlis spicata,1,3,0,NA,NA,NA,NA,NA,0,382.29,1115,0,0,0,0,NA,NA,NA
53,Chesapeake,SERC,NA,447,38.87356,-76.54774,NA,0,9/28/15,9,2015,486.87,0,0,NA,0,24.5,0.100000001,38.5,0,0,Spartina patens,82.5,Schoenoplectus americanus,19.5,Distichlis spicata,1,3,0,NA,NA,NA,NA,NA,0,486.87,504.2,0,0,0,0,NA,NA,NA
52,Chesapeake,SERC,NA,447,38.87356,-76.5479,NA,0,9/28/15,9,2015,321.44,0,0,NA,0,28.5,6.099999905,67.5,0,0,Schoenoplectus americanus,52.5,Spartina patens,41.09999847,Distichlis spicata,1.5,3,0,NA,NA,NA,NA,NA,0,321.44,162.46,0,0,0,0,NA,NA,NA
43,Chesapeake,SERC,NA,516,38.87393,-76.54881,NA,0,9/27/15,9,2015,500.26,0,0,NA,0,72.5,1.399999976,47.5,0,4.300000191,Spartina patens,58,Schoenoplectus americanus,52.5,Distichlis spicata,2,1,0,NA,NA,NA,NA,NA,0,500.26,784.86,0,0,0,0,NA,NA,NA
44,Chesapeake,SERC,NA,520,38.87383,-76.54749,NA,0,9/27/15,9,2015,826.77,0,0,NA,0,10.19999981,0,2,0,0,Spartina patens,87.5,Schoenoplectus americanus,28.5,Distichlis spicata,2.5,1,0,NA,NA,NA,NA,NA,0,826.77,618,0,0,0,0,NA,NA,NA
56,Chesapeake,SERC,NA,593,38.87409,-76.54712,NA,0,9/1/15,9,2015,1116.25,0,0,NA,0,72.5,2.400000095,72.5,0,0,Phragmites australis,87.5,Amaranthus cannibinus,6.599999905,Atriplex patula,0,3,0,NA,NA,NA,NA,NA,0,0,0,1116.25,1826.26,0,0,NA,NA,NA
55,Chesapeake,SERC,NA,593,38.87421,-76.54706,NA,0,9/1/15,9,2015,1991.57,0,0,NA,0,58,11.69999981,82.5,0,0.699999988,Phragmites australis,87.5,Amaranthus cannibinus,0,Amaranthus cannibinus,0,3,0,NA,NA,NA,NA,NA,0,0,0,1991.57,2247.22,0,0,NA,NA,NA
54,Chesapeake,SERC,NA,593,38.8742,-76.5472,NA,0,9/1/15,9,2015,1550.78,0,0,NA,0,38,10.19999981,77.5,0,19.20000076,Phragmites australis,87.5,Kostyletzkya virginica,15.60000038,Amaranthus cannibinus,10.60000038,3,0,NA,NA,NA,NA,NA,0,75.17,0,1475.61,1847.72,0,0,NA,NA,NA
37,Chesapeake,SERC,NA,731,38.87472,-76.54919,NA,0,9/1/15,9,2015,333.35,0,0,NA,0,77.5,0.899999976,62.5,0,13.69999981,Schoenoplectus americanus,38,Spartina patens,26.60000038,Schoenoplectus robustus,6.800000191,3,0,NA,NA,NA,NA,NA,0,271.72,486,0,0,61.63,645.75,NA,NA,NA
39,Chesapeake,SERC,NA,731,38.8746,-76.54919,NA,0,9/1/15,9,2015,455.07,0,0,NA,0,68,3.099999905,77.5,0,3.599999905,Spartina patens,48.5,Schoenoplectus americanus,47.5,Schoenoplectus robustus,3.200000048,3,0,NA,NA,NA,NA,NA,0,413.4,985.6,0,0,41.67,316.69,NA,NA,NA
38,Chesapeake,SERC,NA,731,38.87466,-76.54931,NA,0,9/1/15,9,2015,519.31,0,0,NA,0,47.5,0.300000012,72.5,0,3.200000048,Spartina patens,58,Schoenoplectus americanus,43,Iva frutescens,8.100000381,3,0,NA,NA,NA,NA,NA,0,488.26,724.8,0,0,31.05,1804.86,NA,NA,NA
40,Chesapeake,SERC,NA,734,38.87476,-76.54812,NA,0,9/15/15,9,2015,1470.95,0,0,NA,0,21.10000038,7.300000191,17.10000038,0,0,Spartina cynoseroides,52.5,Iva frutescens,34.20000076,Amaranthus cannibinus,21.10000038,3,0,NA,NA,NA,NA,NA,0,739.58,528.74,0,0,731.37,944.46,NA,NA,NA
41,Chesapeake,SERC,NA,734,38.87466,-76.54819,NA,0,9/15/15,9,2015,1284.96,0,0,NA,0,57.5,19.20000076,52.5,0,0,Phragmites australis,67.5,Iva frutescens,35,Kostyletzkya virginica,3,3,0,NA,NA,NA,NA,NA,0,0,0,565.47,1012.46,719.49,2192.39,NA,NA,NA
42,Chesapeake,SERC,NA,734,38.8746,-76.54829,NA,0,9/26/15,9,2015,625.83,0,0,NA,0,42.5,15,63,0,0,Phragmites australis,48,Kostyletzkya virginica,45.09999847,Iva frutescens,3,3,0,NA,NA,NA,NA,NA,0,259.94,0,263.15,715.52,102.75,246.6,NA,NA,NA
32,Chesapeake,SERC,NA,798,38.87495,-76.55087,NA,0,9/14/15,9,2015,2239.22,0,0,NA,0,43,33.5,26.10000038,0,9,Iva frutescens,82.5,Spartina alterniflora,26.10000038,Amaranthus cannibinus,17.10000038,3,0,NA,NA,NA,NA,NA,0,141.54,202.62,0,0,2097.68,2743.64,NA,NA,NA
31,Chesapeake,SERC,NA,798,38.87496,-76.55103,NA,0,9/14/15,9,2015,1887.26,0,0,NA,0,37.5,33,19.5,0,4.300000191,Iva frutescens,82.5,Amaranthus cannibinus,17.10000038,Spartina alterniflora,10.19999981,3,0,NA,NA,NA,NA,NA,0,179.33,189.73,0,0,1707.93,2655.61,NA,NA,NA
33,Chesapeake,SERC,NA,798,38.87483,-76.55095,NA,0,9/3/15,9,2015,4294.37,0,0,NA,0,52.5,4.400000095,24,0,0.300000012,Iva frutescens,72.5,Polygonum hydropiper,12.30000019,Spartina alterniflora,8.699999809,3,0,NA,NA,NA,NA,NA,0,151.17,150.43,0,0,4143.2,2511.48,NA,NA,NA
34,Chesapeake,SERC,NA,799,38.87497,-76.55062,NA,0,9/4/15,9,2015,2388.68,0,0,NA,0,77.5,0,28.5,0,0,Iva frutescens,82.5,Spartina alterniflora,33.5,Pluchia odorata,4.900000095,3,0,NA,NA,NA,NA,NA,0,95.07,172.77,0,0,2293.61,3060.18,NA,NA,NA
36,Chesapeake,SERC,NA,799,38.87486,-76.55053,NA,0,9/4/15,9,2015,1425.13,0,0,NA,0,58,0,19.5,0,0,Iva frutescens,58.5,Schoenoplectus americanus,11.80000019,Pluchia odorata,9,3,0,NA,NA,NA,NA,NA,0,197.92,271.2,1.87,0.93,1225.34,1659.01,NA,NA,NA
35,Chesapeake,SERC,NA,799,38.87486,-76.55068,NA,0,9/14/15,9,2015,4060.89,0,0,NA,0,57.5,9.100000381,15,0,0.100000001,Iva frutescens,87.5,Spartina alterniflora,26.60000038,Pluchia odorata,7.800000191,3,0,NA,NA,NA,NA,NA,0,144.58,193.57,0,0,3916.31,4133.41,NA,NA,NA
59,Chesapeake,SERC,NA,812,38.87492,-76.54612,NA,0,9/15/15,9,2015,782.2,0,0,NA,0,33.5,12.30000019,38,0,0,Phragmites australis,82.5,Kostyletzkya virginica,3,Amaranthus cannibinus,0.699999988,3,0,NA,NA,NA,NA,NA,0,177.22,0,604.99,801.38,0,0,NA,NA,NA
57,Chesapeake,SERC,NA,812,38.87502,-76.54618,NA,0,9/15/15,9,2015,481.43,0,0,NA,0,38,24,24,0,0.100000001,Phragmites australis,43,Iva frutescens,29,Kostyletzkya virginica,12,3,0,NA,NA,NA,NA,NA,0,43.33,0,266.58,798.33,171.52,761.83,NA,NA,NA
58,Chesapeake,SERC,NA,812,38.87503,-76.54604,NA,0,9/15/15,9,2015,428.32,0,0,NA,0,52.5,19.5,53,0,0,Phragmites australis,31.10000038,Iva frutescens,13.5,Amaranthus cannibinus,10.19999981,3,0,NA,NA,NA,NA,NA,0,66.05,0,152.02,438.01,210.25,720.5,NA,NA,NA
28,Chesapeake,SERC,NA,874,38.87531,-76.54966,NA,0,9/8/15,9,2015,1217.83,0,0,NA,0,82.5,7.199999809,47.5,0,3,Phragmites australis,72.5,Kostyletzkya virginica,8.100000381,Iva frutescens,7.5,3,0,NA,NA,NA,NA,NA,0,1.06,0,858.93,775.42,357.84,306.72,NA,NA,NA
30,Chesapeake,SERC,NA,874,38.87513,-76.54958,NA,0,9/8/15,9,2015,1717.7,0,0,NA,0,72.5,0.300000012,24,0,0,Spartina patens,47.59999847,Phragmites australis,35.5,Iva frutescens,24.20000076,3,0,NA,NA,NA,NA,NA,0,351.87,124.74,164.62,241.71,1201.21,1857.38,NA,NA,NA
29,Chesapeake,SERC,NA,874,38.87522,-76.54951,NA,0,9/8/15,9,2015,1372.97,0,0,NA,0,82.5,0.200000003,28.5,0,0,Phragmites australis,58,Iva frutescens,43,Schoenoplectus americanus,10.60000038,3,0,NA,NA,NA,NA,NA,0,39.52,81.86,270.83,409.76,1062.61,1226.13,NA,NA,NA
26,Chesapeake,SERC,NA,875,38.87516,-76.54914,NA,0,9/2/15,9,2015,421.25,0,0,NA,0,28.5,0.600000024,82.5,0,0,Spartina patens,53,Distichlis spicata,29,Schoenoplectus americanus,28.5,3,0,NA,NA,NA,NA,NA,0,405.17,1367.2,0,0,16.08,25.43,NA,NA,NA
27,Chesapeake,SERC,NA,875,38.87513,-76.54936,NA,0,9/2/15,9,2015,1545.8,0,0,NA,0,13.69999981,0.100000001,34,0,0,Spartina patens,82.5,Iva frutescens,10.5,Schoenoplectus americanus,9,3,0,NA,NA,NA,NA,NA,0,1467.87,251.8,0,0,77.93,210.68,NA,NA,NA
25,Chesapeake,SERC,NA,875,38.87527,-76.54926,NA,0,9/2/15,9,2015,853.89,0,0,NA,0,29,3.200000048,77.5,0,0,Spartina patens,73,Schoenoplectus americanus,28.5,Iva frutescens,13.5,3,0,NA,NA,NA,NA,NA,0,756.14,900.6,0,0,97.76,46.66,NA,NA,NA
22,Chesapeake,SERC,NA,1021,38.87581,-76.54863,NA,0,9/2/15,9,2015,1342.29,0,0,NA,0,10.80000019,0,62.5,0,0,Spartina patens,87.5,Distichlis spicata,12.60000038,Iva frutescens,6.699999809,3,0,NA,NA,NA,NA,NA,0,1288.67,672.6,0,0,53.62,97.8,NA,NA,NA
23,Chesapeake,SERC,NA,1021,38.87582,-76.54848,NA,0,9/2/15,9,2015,1554.89,0,0,NA,0,28.5,0.600000024,52.5,0,0,Spartina patens,62.5,Iva frutescens,19.5,Panicum dichotimoflorum,15,3,0,NA,NA,NA,NA,NA,0,1291.2,1139.4,0,0,263.69,296.02,NA,NA,NA
24,Chesapeake,SERC,NA,1021,38.87571,-76.54855,NA,0,9/2/15,9,2015,2348.75,0,0,NA,0,13.69999981,0,53,0,0,Spartina patens,87.5,Distichlis spicata,37.5,Iva frutescens,18.10000038,3,0,NA,NA,NA,NA,NA,0,1858.8,1304.2,0,0,489.95,340.66,NA,NA,NA
64,Chesapeake,SERC,NA,1036,38.87588,-76.54329,NA,0,9/11/15,9,2015,665.7,0,0,NA,0,42.5,7.300000191,77.5,0,1.200000048,Spartina patens,62.5,Schoenoplectus americanus,47.5,Distichlis spicata,15,3,0,NA,NA,NA,NA,NA,0,665.7,1189.6,0,0,0,0,NA,NA,NA
63,Chesapeake,SERC,NA,1036,38.87588,-76.54344,NA,0,9/11/15,9,2015,1037.12,0,0,NA,0,29,4.900000095,48,0,0,Spartina patens,82.5,Schoenoplectus americanus,52.5,Distichlis spicata,15,3,0,NA,NA,NA,NA,NA,0,1037.12,1228.4,0,0,0,0,NA,NA,NA
65,Chesapeake,SERC,NA,1036,38.87579,-76.54337,NA,0,9/11/15,9,2015,631.38,0,0,NA,0,33,4.400000095,62.5,0,0,Spartina patens,57.5,Schoenoplectus americanus,42.5,Distichlis spicata,12.60000038,3,0,NA,NA,NA,NA,NA,0,631.38,1334,0,0,0,0,NA,NA,NA
60,Chesapeake,SERC,NA,1319,38.87694,-76.54519,NA,0,9/11/15,9,2015,1044.6,0,0,NA,0,62.5,28.5,19.5,0,3.700000048,Phragmites australis,42.5,Iva frutescens,35.5,Amaranthus cannibinus,7.300000191,3,0,NA,NA,NA,NA,NA,0,96,8.45,534.7,1123.83,413.9,876.1,NA,NA,NA
61,Chesapeake,SERC,NA,1319,38.87694,-76.54504,NA,0,9/9/15,9,2015,981.18,0,0,NA,0,72.5,1.5,19.5,0,0.100000001,Phragmites australis,62.5,Iva frutescens,33.5,Symphiotricum tenuis cannibinus,21.10000038,3,0,NA,NA,NA,NA,NA,0,61.79,262.91,581.72,764.22,337.67,519.91,NA,NA,NA
62,Chesapeake,SERC,NA,1319,38.87684,-76.54512,NA,0,9/9/15,9,2015,751.56,0,0,NA,0,48,13.69999981,14.69999981,0,1.799999952,Phragmites australis,48,Pluchia odorata,33.5,Amaranthus cannibinus,21.60000038,3,0,NA,NA,NA,NA,NA,0,111.81,142.91,388.82,476.05,250.93,791.59,NA,NA,NA
15,Chesapeake,SERC,NA,6307,38.89568,-76.53861,NA,0,9/17/15,9,2015,1590.78,0,0,NA,0,72.5,0,29,0,0,Spartina patens,52.5,Iva frutescens,28.5,Distichlis spicata,19.20000076,3,0,NA,NA,NA,NA,NA,0,362.85,477.34,0,0,1227.94,1483.94,NA,NA,NA
17,Chesapeake,SERC,NA,6307,38.89558,-76.53853,NA,0,9/17/15,9,2015,1643.79,0,0,NA,0,62.5,1.399999976,47.5,0,0,Spartina patens,72.5,Iva frutescens,52.5,Distichlis spicata,16.79999924,3,0,NA,NA,NA,NA,NA,0,299.9,241.63,0,0,1343.89,2038.81,NA,NA,NA
16,Chesapeake,SERC,NA,6307,38.89558,-76.5387,NA,0,9/17/15,9,2015,1434.34,0,0,NA,0,38,0,38,0,0,Spartina patens,77.5,Iva frutescens,26.60000038,Schoenoplectus americanus,19.5,3,0,NA,NA,NA,NA,NA,0,311.65,161.06,0,0,1122.69,1486.18,NA,NA,NA
19,Chesapeake,SERC,NA,6309,38.89558,-76.53801,NA,0,9/17/15,9,2015,2655.78,0,0,NA,0,72.5,6.199999809,24,0,0,Spartina patens,77.5,Iva frutescens,33.5,Amaranthus cannibinus,13.5,3,0,NA,NA,NA,NA,NA,0,301.66,87.14,0,0,2354.11,4984.1,NA,NA,NA
20,Chesapeake,SERC,NA,6309,38.89557,-76.53781,NA,0,9/17/15,9,2015,2342.57,0,0,NA,0,43,19.20000076,19.5,0,0.600000024,Iva frutescens,43.5,Amaranthus cannibinus,34,Spartina patens,25.60000038,3,0,NA,NA,NA,NA,NA,0,270.72,149.02,0,0,2071.85,1733.5,NA,NA,NA
18,Chesapeake,SERC,NA,6309,38.89569,-76.53793,NA,0,9/17/15,9,2015,2207.69,0,0,NA,0,43,13.30000019,28.5,0,0,Iva frutescens,67.5,Spartina patens,48.5,Amaranthus cannibinus,7.800000191,3,0,NA,NA,NA,NA,NA,0.6,222.24,187.74,0,0,1985.45,3166.37,NA,NA,NA
12,Chesapeake,SERC,NA,6379,38.89595,-76.5387,NA,0,9/22/15,9,2015,57.72,0,0,NA,0,19.5,0,57.5,0,0,Distichlis spicata,87.5,Iva frutescens,24,Spartina patens,12.60000038,3,0,NA,NA,NA,NA,NA,0,-198,-99,0,0,255.72,239.4,NA,NA,NA
14,Chesapeake,SERC,NA,6379,38.89585,-76.53863,NA,0,9/22/15,9,2015,157.58,0,0,NA,0,28.5,0.899999976,72.5,0,0,Distichlis spicata,72.5,Iva frutescens,38,Solidago sempervirens,12.60000038,3,0,NA,NA,NA,NA,NA,0,-297,-99,0,0,454.58,397.89,NA,NA,NA
13,Chesapeake,SERC,NA,6379,38.89595,-76.53854,NA,0,9/22/15,9,2015,145.98,0,0,NA,0,24,0,62.5,0,0,Distichlis spicata,87.5,Iva frutescens,47.5,Spartina patens,12.60000038,3,0,NA,NA,NA,NA,NA,0,-297,-99,0,0,442.98,458.09,NA,NA,NA
11,Chesapeake,SERC,NA,7120,38.89865,-76.53131,NA,0,9/22/15,9,2015,1288.01,0,0,NA,0,48,28.5,48,0,0,Phragmites australis,72.5,Iva frutescens,14.10000038,Kostyletzkya virginica,3.200000048,3,0,NA,NA,NA,NA,NA,0,0,0,1059.57,1745.69,228.44,1668.71,NA,NA,NA
10,Chesapeake,SERC,NA,7120,38.89865,-76.53148,NA,0,9/22/15,9,2015,1614.43,0,0,NA,0,43,14.69999981,48,0,0,Phragmites australis,77.5,Iva frutescens,16.60000038,Solidago sempervirens,11.19999981,3,0,NA,NA,NA,NA,NA,0,0,0,1165.96,2050.72,448.47,1483.81,NA,NA,NA
9,Chesapeake,SERC,NA,7120,38.89875,-76.53142,NA,0,9/22/15,9,2015,1492.64,0,0,NA,0,43,28.5,38,0,0,Phragmites australis,57.5,Pluchia odorata,22.5,Iva frutescens,15,3,0,NA,NA,NA,NA,NA,0,0,0,1345.16,1595.09,147.48,534.92,NA,NA,NA
7,Chesapeake,SERC,NA,7191,38.89902,-76.53185,NA,0,9/22/15,9,2015,1850,0,0,NA,0,33,24.5,24,0,0,Phragmites australis,67.5,Iva frutescens,22.60000038,Pluchia odorata,6.599999905,3,0,NA,NA,NA,NA,NA,0,0,0,1437.68,1356.21,412.31,966.14,NA,NA,NA
8,Chesapeake,SERC,NA,7191,38.89891,-76.53178,NA,0,9/22/15,9,2015,1685.7,0,0,NA,0,38,43,38,0,0,Phragmites australis,82.5,Iva frutescens,25.60000038,Pluchia odorata,1.299999952,3,0,NA,NA,NA,NA,NA,0,0,0,1404.56,1527.64,281.13,1493.12,NA,NA,NA
21,Chesapeake,SERC,NA,7191,38.89906,-76.53171,NA,0,9/22/15,9,2015,1405.73,0,0,NA,0,47.5,38.5,47.5,0,0,Phragmites australis,77.5,Pluchia odorata,11.10000038,Distichlis spicata,3.099999905,3,0,NA,NA,NA,NA,NA,0,0,0,1405.73,1535.76,0,0,NA,NA,NA
3,Chesapeake,SERC,NA,7261,38.89917,-76.53246,NA,0,9/18/15,9,2015,456.56,0,0,NA,0,7.800000191,38.5,24,0,0,Phragmites australis,43,Pluchia odorata,33.5,Spartina alterniflora,28.5,3,0,NA,NA,NA,NA,NA,0,152.13,61.09,304.43,194.61,0,0,NA,NA,NA
1,Chesapeake,SERC,NA,7261,38.89927,-76.53254,NA,0,9/18/15,9,2015,533.03,0,0,NA,0,19.5,35.59999847,24,0,0,Phragmites australis,57.5,Iva frutescens,13.5,Spartina alterniflora,10.60000038,3,0,NA,NA,NA,NA,NA,0,52.96,51.52,389.27,313.83,90.8,144.94,NA,NA,NA
2,Chesapeake,SERC,NA,7261,38.89927,-76.53239,NA,0,9/18/15,9,2015,520.54,0,0,NA,0,42.5,57.5,24.5,0,0,Phragmites australis,72.5,Amaranthus cannibinus,0.600000024,Pluchia odorata,0.100000001,3,0,NA,NA,NA,NA,NA,0,0,0,520.54,698.02,0,0,NA,NA,NA
6,Chesapeake,SERC,NA,7262,38.89928,-76.53214,NA,0,9/18/15,9,2015,1299.54,0,0,NA,0,28.5,3.799999952,82.5,0,0,Phragmites australis,87.5,Amaranthus cannibinus,0,Amaranthus cannibinus,0,3,0,NA,NA,NA,NA,NA,0,0,0,1299.54,1322.41,0,0,NA,NA,NA
4,Chesapeake,SERC,NA,7262,38.89917,-76.5322,NA,0,9/18/15,9,2015,970.89,0,0,NA,0,52.5,0.600000024,82.5,0,0,Phragmites australis,77.5,Schoenoplectus robustus,1.299999952,Amaranthus cannibinus,0,3,0,NA,NA,NA,NA,NA,0,0,0,970.89,1754.5,0,0,NA,NA,NA
5,Chesapeake,SERC,NA,7262,38.89917,-76.53205,NA,0,9/18/15,9,2015,1054.73,0,0,NA,0,52.5,3.299999952,72.5,0,0,Phragmites australis,82.5,Pluchia odorata,3,Amaranthus cannibinus,0,3,0,NA,NA,NA,NA,NA,0,0.13,0,1054.61,1992.18,0,0,NA,NA,NA
6SS2,Everglades,Everglades,.,143161,25.20812,-80.6607,NA,0,10/1/15,10,2015,174.17,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.2,23.33,4.62
6SS2,Everglades,Everglades,.,143161,25.20812,-80.6607,NA,0,10/1/14,10,2014,159.38,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175.33,13.33,12.5
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,1/1/05,1,2005,98.61,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.94,38,3
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,11/1/04,11,2004,144.11,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.07,48.33,13.58
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,11/1/00,11,2000,400.78,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101.85,61.67,5.77
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,11/1/11,11,2011,253.16,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.71,58.33,6.51
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,11/1/01,11,2001,203.63,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.12,59,7.94
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,11/1/08,11,2008,190.03,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16.11,41.33,4.16
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,11/1/09,11,2009,235.62,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.73,38.67,3.21
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,11/1/10,11,2010,310.83,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.93,61.67,19.5
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,11/1/99,11,1999,294.02,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.83,44,4
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,11/1/05,11,2005,118.67,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.74,28.33,12.86
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,1/1/03,1,2003,120.75,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.79,51,13.11
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,1/1/00,1,2000,166.51,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.02,52.33,12.22
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,3/1/02,3,2002,199.13,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.71,65.33,17.1
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,3/1/03,3,2003,158.36,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.55,60,22.27
TS_Ph6b,Everglades,Everglades,.,194175,25.21609,-80.65102,NA,0,3/1/09,3,2009,155.03,0,0,NA,0,0,0,NA,0,0,Cladium jamaicense,0,NA,0,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.72,37.67,10.79
